CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12071001701,Florida,Lee,1,2775,1576,0,67,0.0241441,0,0,0,0,0,0,8.3,52222,0,1,0,1,0,0,0,0,0,766.6175596,0,0,257.1819849,0,766.6175596,0.27625858,257.1819849,0.092678193,76.45495981,0.027551337,284.327579,0.102460389,717.6606563,0.258616453,14.77553663,0.005324518,15.14925137,0.00545919,0,0,0.718050702,0.000258757,18.31406687,0.006599664,45.92811163,0.016550671,85.61023452,0.054321215,28.65332109,0.018181041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,284,917,2604,57,30,0,6,78,206,163,87
12071001703,Florida,Lee,1,4958,2849,0,0,0,0,0,0,0,0,0,8.3,62214,0,1,0,1,0,0,0,0,0,1450.899315,0,0,274.7982908,0,1450.899315,0.292638022,274.7982908,0.05542523,262.5364139,0.05295208,349.2431879,0.070440336,1315.011473,0.265230229,21.94609371,0.004426401,67.04154502,0.013521893,0,0,2.786875621,0.000562097,44.11333796,0.008897406,162.9534435,0.03286677,31.53004193,0.011067056,20.93785467,0.007349194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,536,2006,4517,100,148,0,9,184,496,190,75
12071001705,Florida,Lee,1,3348,1821,0,0,0,0,0,0,0,0,0,10.4,71513,0,1,0,1,0,0,0,0,0,1987.737074,0,0,484.2595174,0,1987.737074,0.593708804,484.2595174,0.144641433,238.1763819,0.071139899,706.2693331,0.210952608,1892.941325,0.565394661,20.84800578,0.006227003,21.46454908,0.006411156,0.136176521,4.0674E-05,2.468550386,0.000737321,49.87846805,0.014897989,127.2071624,0.037994971,61.38618503,0.033710151,64.55941364,0.035452726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,366,1310,3207,32,30,1,4,74,191,88,94
12071001706,Florida,Lee,1,3104,1535,0,0,0,0,0,0,0,0,0,8.8,62955,1,1,1,1,1,0,0,0,2327.038303,3104.000009,2327.038303,328.3081639,522.2610661,328.3081639,3104.000009,1.000000003,522.2610661,0.168254209,443.9999994,0.143041237,858.9999996,0.276739691,2816.00002,0.907216501,111.9999997,0.036082474,51.00000084,0.016430413,0,0,11.00000014,0.003543814,114.0000001,0.036726804,358.9999984,0.115657216,40.02540472,0.026075182,83.83615068,0.054616385,2327.038303,0.749690175,328.3081639,0.105769383,283.4125571,0.091305592,793.9230302,0.255774172,2162.404163,0.696650826,55.32271447,0.017823039,37.76459013,0.012166427,0,0,8.896972495,0.002866293,62.64987962,0.020183595,145.6586287,0.046926105,31.77725126,0.020701792,65.08688797,0.042401881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,444,859,2816,112,51,0,11,114,359,40,84
12071001707,Florida,Lee,1,4806,2693,0,0,0,0,0,0,0,1,0,15.6,51294,1,1,1,1,1,0,0,1,840.8039605,4277.958039,840.8039605,273.6272527,1460.861404,273.6272527,4277.958039,0.890128597,1460.861404,0.303966168,358.4134893,0.074576257,2101.74508,0.437316912,4033.607543,0.839285798,83.17901558,0.017307327,31.00000052,0.006450271,0,0,11.0000002,0.002288806,119.1714738,0.024796395,291.5309853,0.060659797,146.1325784,0.054263861,115.8059612,0.043002585,840.8039605,0.174948806,273.6272527,0.05693451,9.785208069,0.00203604,621.3547457,0.129287296,825.1980219,0.171701628,4.281220183,0.000890807,3.841787398,0.000799373,0,0,1.111829914,0.000231342,6.371093869,0.001325654,24.33059531,0.005062546,20.85594188,0.007744501,25.44408915,0.009448232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,421,2248,4543,91,32,1,11,128,322,145,121
12071001801,Florida,Lee,1,4187,1991,0,0,0,0,0,0,0,0,0,8.2,71759,0,1,0,1,0,0,0,0,92.10853279,2077.05893,92.10853279,14.05539674,371.4533721,14.05539674,2077.05893,0.496073306,371.4533721,0.088715876,369.4169866,0.088229517,476.1861793,0.113729682,1973.82056,0.471416422,22.84193972,0.005455443,32.20547004,0.007691777,1.667679883,0.000398299,5.393132836,0.001288066,41.13015404,0.009823299,112.3203313,0.026825969,17.69434802,0.008887166,25.21885492,0.012666426,92.10853279,0.021998694,14.05539674,0.003356913,25.2025843,0.006019246,12.51150636,0.002988179,86.61422664,0.020686464,1.651513226,0.000394438,2.977999556,0.000711249,0.007536717,1.80003E-06,0,0,0.857255514,0.000204742,3.269303892,0.000780823,0.702866595,0.000353022,0.948500291,0.000476394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,708,786,3878,99,78,2,9,121,310,54,53
12071001802,Florida,Lee,1,2511,1265,0,0,0,0,0,0,0,0,0,7.7,108359,1,1,1,1,1,0,0,0,934.1908523,2346.28652,934.1908523,197.9388388,450.1052187,197.9388388,2346.28652,0.934403234,450.1052187,0.179253373,251.9354853,0.10033273,1129.752224,0.449921236,2301.522372,0.916576014,3.647352998,0.00145255,23.86964012,0.00950603,0.999999985,0.000398248,0,0,16.24714375,0.006470388,61.90775527,0.024654622,17.33943787,0.013707066,7.542823847,0.005962707,934.1908523,0.372039368,197.9388388,0.078828689,171.2521671,0.068200783,275.9148264,0.109882448,920.0965858,0.366426358,1.069990581,0.000426121,2.926280104,0.001165384,0.211528227,8.42406E-05,0,0,9.88647015,0.003937264,33.55353025,0.013362617,1.235133842,0.00097639,2.668893615,0.002109797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,257,1241,2461,4,28,1,0,17,64,16,7
12071001903,Florida,Lee,1,3093,1620,0,0,0,0,0,0,0,0,0,4.3,97109,1,1,1,1,1,0,0,0,815.5263565,2563.190944,815.5263565,84.28624393,264.9107965,84.28624393,2563.190944,0.828707063,264.9107965,0.085648495,212.7820904,0.068794727,1060.167907,0.34276363,2478.395981,0.801291943,12.18458678,0.003939407,38.50738991,0.012449851,0,0,2.590171467,0.00083743,31.51280222,0.010188426,61.10801331,0.019756875,7.081751718,0.004371452,19.47481718,0.012021492,815.5263565,0.263668398,84.28624393,0.027250645,85.08167113,0.027507815,303.8041027,0.098223118,786.5002084,0.254283934,3.64435253,0.001178258,13.62796218,0.004406066,0,0,0.911088132,0.000294565,10.84274631,0.003505576,19.38039724,0.00626589,2.167278292,0.001337826,5.960015336,0.003679022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,241,1312,2989,17,43,2,3,39,73,8,22
12071001906,Florida,Lee,1,9415,3766,0,633,0.0672331,0,0,0,0,1,0,18.6,46300,1,1,1,1,1,0,0,1,997.7355853,5467.014603,997.7355853,352.0224117,1955.089577,352.0224117,5467.014603,0.580670696,1955.089577,0.207656886,1120.795948,0.119043648,1799.384531,0.191118909,4099.531757,0.435425572,498.535752,0.052951222,82.05698696,0.008715559,3.00000003,0.00031864,7.754308687,0.000823612,776.1358032,0.082436092,1457.735126,0.154831134,202.0029393,0.053638592,130.7457227,0.034717398,997.7355853,0.105972978,352.0224117,0.037389529,138.9216748,0.014755356,544.320638,0.057814194,820.9334157,0.087194202,64.40897232,0.006841102,10.38790598,0.001103336,0,0,0.30710944,3.26192E-05,101.6981788,0.010801718,177.743191,0.018878724,33.85516029,0.008989687,21.77054056,0.005780813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,1774,2620,7412,672,203,4,16,1108,2201,242,184
12071001907,Florida,Lee,1,5210,2427,0,0,0,0,0,0,0,0,0,5.3,85550,1,1,1,1,1,0,0,0,2875.215113,4679.95798,2875.215113,588.5457968,943.4277603,588.5457968,4679.95798,0.898264488,943.4277603,0.181080184,634.9865202,0.121878411,1760.790799,0.337963685,4422.080978,0.848767942,83.26225517,0.015981239,106.8204922,0.020502974,0,0,1.868793219,0.000358694,65.92543022,0.012653633,198.0609259,0.038015533,61.04156792,0.025151037,97.94219925,0.040355253,2875.215113,0.551864705,588.5457968,0.112964644,354.9535457,0.068129279,1262.003451,0.24222715,2744.861301,0.526844779,45.7613635,0.008783371,54.1787934,0.010399001,0,0,1.537555853,0.000295116,28.87607523,0.005542433,93.09647186,0.017868805,17.56253105,0.007236313,60.94015253,0.025109251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,741,1887,4910,94,125,0,2,79,233,115,109
12071001908,Florida,Lee,1,948,537,0,0,0,0,0,0,0,0,1,4.7,39063,0,0,0,0,0,0,0,0,8.785871617,71.30244136,8.785871617,3.753187864,30.45929489,3.753187864,71.30244136,0.075213546,30.45929489,0.032130058,7.259299618,0.007657489,27.98593732,0.029521031,66.71765394,0.070377272,0,0,1.814824905,0.001914372,0,0,0.047722712,5.03404E-05,2.722237374,0.002871558,1.862547617,0.001964713,1.647797121,0.003068524,0.863131822,0.001607322,8.785871617,0.009267797,3.753187864,0.003959059,0.912817833,0.000962888,3.423066935,0.00361083,8.215360263,0.008665992,0,0,0.228204458,0.000240722,0,0,0,0,0.342306688,0.000361083,0.228204458,0.000240722,0.201892632,0.000375964,0.105753286,0.000196933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,28,576,933,0,5,0,2,8,7,21,11
12071001910,Florida,Lee,1,1918,1124,0,0,0,0,1,0,0,0,1,11.1,45257,0,1,0,1,0,0,0,0,0,851.7848776,0,0,397.3439004,0,851.7848776,0.444100562,397.3439004,0.207165746,0,0,701.4949358,0.365742928,848.7764604,0.442532044,0.999999984,0.000521376,0,0,0,0,2.000000015,0.001042753,0.008420161,4.39007E-06,1.138347656,0.000593508,21.00180316,0.018684878,22.42177792,0.019948201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,46,1394,1880,5,2,0,5,26,52,64,55
12071001911,Florida,Lee,1,1166,646,0,0,0,0,0,0,0,0,0,3.9,85357,0,1,0,1,0,0,0,0,327.1134431,845.3769688,327.1134431,34.81984653,112.9771013,34.81984653,845.3769688,0.725023129,112.9771013,0.096892883,40.32548155,0.034584461,449.7648345,0.385733134,830.0207268,0.71185311,0.818949161,0.000702358,1.000000032,0.000857633,0,0,0.762175858,0.000653667,12.77511548,0.01095636,22.44181338,0.019246838,43.71870135,0.067676008,3.728693065,0.005771971,327.1134431,0.280543262,34.81984653,0.029862647,20.63705883,0.017699021,163.1273031,0.139903347,322.9787407,0.276997205,0.009941592,8.52624E-06,0.57315971,0.000491561,0,0,0,0,3.551597298,0.003045967,8.604041319,0.007379109,20.35504669,0.03150936,1.420144055,0.002198365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,43,654,1148,1,1,0,1,15,24,50,5
12071001912,Florida,Lee,1,1866,1068,0,0,0,0,0,0,0,0,0,6.3,66424,0,1,0,1,0,0,0,0,0,1315.962367,0,0,248.9829405,0,1315.962367,0.705231708,248.9829405,0.133431372,48.57138746,0.026029682,928.6004779,0.497642271,1290.97297,0.691839748,2.731283592,0.00146371,1.000000037,0.000535906,0,0,1.79554978,0.000962245,19.46256756,0.010430101,34.00127294,0.018221475,18.65796986,0.017470009,19.49061385,0.018249638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,65,1246,1809,6,3,0,2,46,68,33,24
12071001913,Florida,Lee,1,1714,1023,0,0,0,0,0,0,0,0,0,7.9,54583,0,0,0,0,0,0,0,0,0,93.32012838,0,0,25.84429702,0,93.32012838,0.054445816,25.84429702,0.015078353,7.796260497,0.004548577,22.0274864,0.012851509,85.6905284,0.049994474,4.007394606,0.002338037,1.026683168,0.000598998,0.167899108,9.79575E-05,0,0,2.42762503,0.001416351,4.538740264,0.00264804,1.433116694,0.001400896,1.639020219,0.00160217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,63,957,1661,14,11,1,1,26,45,14,29
12071001914,Florida,Lee,1,4961,2530,0,0,0,0,0,0,0,0,0,4.9,78083,1,1,1,1,1,0,0,0,1488.286209,4248.316059,1488.286209,320.2462108,910.6288437,320.2462108,4248.316059,0.856342685,910.6288437,0.183557517,510.5111181,0.102904882,1398.153122,0.28182889,4048.63889,0.816093306,38.19318299,0.007698686,43.70187229,0.008809085,1.467019022,0.00029571,12.68099141,0.002556136,103.6340967,0.020889759,194.8311004,0.039272546,73.67016974,0.029118644,12.47414251,0.004930491,1488.286209,0.29999722,320.2462108,0.064552754,235.2284463,0.04741553,297.465089,0.059960711,1418.407584,0.285911627,20.36274398,0.004104564,11.05342201,0.002228063,0.442308277,8.91571E-05,5.540344254,0.00111678,32.47981157,0.006547029,85.00974765,0.017135607,26.30707033,0.010398052,4.055899311,0.001603122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,594,1560,4705,43,50,2,16,145,249,94,13
12071001915,Florida,Lee,1,3057,1872,0,196,0.0641151,0,0,0,0,1,0,2.7,93611,1,1,1,1,1,0,0,1,2463.17518,2920.152124,2463.17518,339.5129266,397.5799225,339.5129266,2920.152124,0.955234584,397.5799225,0.130055585,38.00000114,0.012430488,2637.856273,0.862890505,2898.159936,0.948040542,16.99479784,0.005559306,4.997398745,0.00163474,0,0,0,0,0,0,18.99479783,0.006213542,433.280659,0.231453343,8.947494931,0.004779645,2463.17518,0.805749159,339.5129266,0.11106082,36.7001899,0.012005296,2197.286492,0.71877216,2443.922421,0.799451234,15.16852363,0.004961898,4.08426164,0.001336036,0,0,0,0,0,0,16.88999264,0.005525022,359.647981,0.192119648,7.38814802,0.00394666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,40,2732,3035,17,5,0,0,0,19,436,9
12071010102,Florida,Lee,0,7674,3148,0,5,0.0006516,0,0,0,0,0,0,12.3,56836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7674.000059,1.000000008,2521.176725,0.328534887,1637.000002,0.213317696,2136.000039,0.27834246,6828.000054,0.88975763,396.0000013,0.051602815,78.99999962,0.010294501,1.000000015,0.00013031,12.0000002,0.001563722,358,0.046651029,1225.000003,0.15962992,0,0,332.7695587,0.105708246,7431.805889,0.968439652,2466.983597,0.321472973,1635.842689,0.213166887,1955.060449,0.254764197,6587.244478,0.858384738,395.6774442,0.051560782,78.99999962,0.010294501,1.000000015,0.00013031,11.24933901,0.001465903,357.6346266,0.046603418,1220.730832,0.159073603,0,0,317.1456673,0.100745129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767,1637,2136,6828,396,79,1,12,358,1225,0,350
12071010103,Florida,Lee,1,8529,2776,0,29,0.0034002,1,1,1,0,0,1,20.2,54762,1,1,1,1,1,0,0,0,7846.197904,8424.80945,7846.197904,3073.521955,3278.076743,3073.521955,8424.80945,0.987783966,3278.076743,0.384344793,2527.755965,0.296371904,674.5803458,0.079092548,7213.8126,0.845798171,486.3732115,0.057025819,112.9186343,0.013239376,10.48610284,0.001229465,31.00000001,0.003634658,570.2188897,0.066856477,2329.126106,0.273083141,62.52467188,0.022523297,603.5054814,0.21740111,7846.197904,0.919943476,3073.521955,0.36036135,2352.59346,0.275834618,641.2048177,0.075179367,6696.217774,0.78511171,461.315865,0.054087919,102.4888601,0.012016515,9.999999995,0.00117247,30.69725811,0.003599163,545.4781393,0.063955697,2139.581214,0.250859563,62.52467188,0.022523297,562.1752367,0.202512693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,2561,677,7291,501,116,11,32,578,2369,54,589
12071010104,Florida,Lee,1,1824,987,0,0,0,0,0,0,0,0,0,2.6,94205,1,1,1,1,1,0,0,0,1823.999979,1823.999979,1823.999979,227.379421,227.379421,227.379421,1823.999979,0.999999988,227.379421,0.12465977,24.99999987,0.01370614,1103.99999,0.605263152,1802.999989,0.988486836,1.000000023,0.000548246,8.999999946,0.00493421,1.000000007,0.000548246,1.999999978,0.001096491,7.999999895,0.004385965,27.99999994,0.015350877,9.243496295,0.009365244,0,0,1823.999979,0.999999988,227.379421,0.12465977,24.99999987,0.01370614,1103.99999,0.605263152,1802.999989,0.988486836,1.000000023,0.000548246,8.999999946,0.00493421,1.000000007,0.000548246,1.999999978,0.001096491,7.999999895,0.004385965,27.99999994,0.015350877,9.243496295,0.009365244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,25,1104,1803,1,9,1,2,8,28,9,0
12071010105,Florida,Lee,1,4590,1727,0,7,0.0015251,0,0,0,0,0,0,14.8,69722,1,1,1,1,1,0,0,0,4590.000011,4590.000011,4590.000011,1541.891551,1541.891551,1541.891551,4590.000011,1.000000002,1541.891551,0.335924085,1058.000005,0.23050109,748.9999966,0.163180827,4222.000006,0.919825709,171.9999999,0.037472767,48.00000046,0.010457516,6.000000097,0.00130719,15.99999952,0.003485839,126.0000007,0.027450981,652.0000023,0.142047931,14.00951669,0.008112054,97.80744356,0.056634304,4590.000011,1.000000002,1541.891551,0.335924085,1058.000005,0.23050109,748.9999966,0.163180827,4222.000006,0.919825709,171.9999999,0.037472767,48.00000046,0.010457516,6.000000097,0.00130719,15.99999952,0.003485839,126.0000007,0.027450981,652.0000023,0.142047931,14.00951669,0.008112054,97.80744356,0.056634304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,1058,749,4222,172,48,6,16,126,652,15,105
12071010201,Florida,Lee,1,9067,2997,0,7,0.000772,1,1,1,0,0,1,20.2,45475,1,1,1,1,1,0,0,0,7409.977289,8722.739758,7409.977289,3518.450665,4183.371823,3518.450665,8722.739758,0.962031516,4183.371823,0.461384341,2652.021279,0.292491594,576.6098591,0.063594338,7322.610173,0.807611136,611.2728486,0.067417321,112.8320528,0.012444254,3.999999978,0.00044116,47.00000011,0.005183633,625.024675,0.068934011,2435.432589,0.268604013,91.58795989,0.03055988,380.4677848,0.126949544,7409.977289,0.817246861,3518.450665,0.388050145,2278.638117,0.251311141,494.9789864,0.054591264,6175.224796,0.681065931,564.6607101,0.062276465,95.69550153,0.010554263,3.184337147,0.000351201,42.15366418,0.00464913,529.0582752,0.05834987,1983.62639,0.218774279,90.15335434,0.030081199,322.5837779,0.107635562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4973,2753,599,7610,633,116,4,47,657,2554,93,402
12071010203,Florida,Lee,1,5371,1812,0,0,0,1,1,1,0,0,1,25.1,43153,1,1,1,1,1,0,0,0,855.3819571,4553.951368,855.3819571,378.0497423,1935.02339,378.0497423,4553.951368,0.847877745,1935.02339,0.360272461,1291.433908,0.24044571,311.4450256,0.057986413,3606.184682,0.67141774,352.4936536,0.065629055,84.45629649,0.015724501,2.463978492,0.000458756,26.43835172,0.004922426,481.9144164,0.089725268,1381.595177,0.257232392,15.30249405,0.008445085,389.3351508,0.214864874,855.3819571,0.159259348,378.0497423,0.070387217,254.4457426,0.047373998,51.50539201,0.009589535,670.9259898,0.124916401,74.43316967,0.013858345,18.15937067,0.003381004,0.021355115,3.976E-06,1.642911501,0.000305886,90.19915779,0.016793736,252.0333422,0.046924845,2.141756104,0.001181985,75.38075806,0.04160086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056,1519,365,4293,390,89,6,33,560,1623,24,474
12071010204,Florida,Lee,1,9553,4042,0,8,0.0008374,0,0,0,0,0,0,13.8,50176,1,1,1,1,1,0,0,0,4793.153595,7836.14862,4793.153595,1858.582008,2832.376594,1858.582008,7836.14862,0.820281442,2832.376594,0.296490798,1809.241836,0.189389913,1938.18413,0.202887483,6935.85843,0.726039823,409.8999825,0.042907985,94.11754697,0.009852146,1.458759483,0.000152702,17.7293795,0.001855897,377.0845091,0.039472889,1197.887822,0.125393889,18.89079449,0.004673626,106.1442837,0.026260337,4793.153595,0.501743284,1858.582008,0.1945548,1286.020007,0.134619492,811.304695,0.084926693,4194.768571,0.439104844,273.8392938,0.028665267,53.25348099,0.00557453,0.246249031,2.57771E-05,12.78691289,0.001338523,258.2590855,0.027034344,847.6014179,0.088726203,0,0,59.46108842,0.014710809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3217,2044,2595,8521,464,110,2,18,438,1391,30,127
12071010302,Florida,Lee,1,5841,2214,0,120,0.0205444,0,1,0,1,1,1,21.9,40769,0,1,0,1,0,0,0,1,73.82618177,4156.203555,73.82618177,34.68394841,2105.320503,34.68394841,4156.203555,0.711556849,2105.320503,0.360438367,1028.647368,0.176108092,661.8012491,0.113302731,3201.569327,0.54812007,440.7729585,0.0754619,76.32232175,0.013066653,3.191328699,0.000546367,43.7976265,0.00749831,390.5500007,0.066863551,1073.908134,0.183856897,134.1554761,0.060594163,330.2887861,0.149181927,73.82618177,0.012639305,34.68394841,0.005938015,17.06287795,0.002921225,10.85823657,0.001858969,51.99645805,0.008901979,11.03080084,0.001888512,3.600556128,0.000616428,0.25985074,4.44874E-05,0,0,6.938515647,0.001187899,21.64606736,0.003705884,0.918584703,0.000414898,5.892893269,0.00266165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,1429,886,4573,564,116,5,47,536,1450,117,407
